"Previous Test ID","Source File","Application","Role","Module","Feature","Scenario","Precondition","Steps","Expected","Previous Result","Previous Defect","Previous Blocker","Previous Evidence"
"QA-0462","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://qa-untrusted.invalid","CORS https://qa-untrusted.invalid","See source evidence","CORS https://qa-untrusted.invalid","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0463","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Missing credentials","Missing credentials","See source evidence","Missing credentials","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0464","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Malformed bearer","Malformed bearer","See source evidence","Malformed bearer","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0465","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Public categories","Public categories","See source evidence","Public categories","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0466","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Public products","Public products","See source evidence","Public products","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0467","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation ' OR '1'='1","Search validation ' OR '1'='1","See source evidence","Search validation ' OR '1'='1","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0468","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation <script>alert(1)</script>","Search validation <script>alert(1)</script>","See source evidence","Search validation <script>alert(1)</script>","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0469","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation ${7*7}","Search validation ${7*7}","See source evidence","Search validation ${7*7}","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0470","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation ../","Search validation ../","See source evidence","Search validation ../","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0471","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation 工具🔧","Search validation 工具🔧","See source evidence","Search validation 工具🔧","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0472","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Safe input probes","Search validation xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","Search validation xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","See source evidence","Search validation xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0473","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Empty login","Empty login","See source evidence","Empty login","Behavior described by historical assertion","PASS","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0474","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","QA authentication","customer configured QA login","customer configured QA login","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","customer configured QA login","Behavior described by historical assertion","BLOCKED","","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0475","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","QA authentication","plumber configured QA login","plumber configured QA login","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","plumber configured QA login","Behavior described by historical assertion","BLOCKED","","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0476","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","QA authentication","store configured QA login","store configured QA login","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","store configured QA login","Behavior described by historical assertion","BLOCKED","","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0477","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","QA authentication","admin configured QA login","admin configured QA login","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","admin configured QA login","Behavior described by historical assertion","BLOCKED","","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0478","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Authenticated identity","Authenticated identity","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Authenticated identity","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0479","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Role permissions","Role permissions","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Role permissions","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0480","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Order mutation validation","Order mutation validation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Order mutation validation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0481","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Material mutation validation","Material mutation validation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Material mutation validation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0482","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Inventory mutation validation","Inventory mutation validation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Inventory mutation validation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0483","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Profile mutation validation","Profile mutation validation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Profile mutation validation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0484","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Address mutation validation","Address mutation validation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Address mutation validation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0485","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Rating validation","Rating validation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Rating validation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0486","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Upload contract runtime","Upload contract runtime","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Upload contract runtime","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0487","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Paginated business data","Paginated business data","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Paginated business data","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
